idSesion,nivelEducativo,disciplina,fechaSesion,duracionMinutos,totalPrompts,tipoTarea,nivelAsistenciaIA,resultadoFinal,usoPosterior,satisfaccion
SESSION02028,Posgrado,Biología,20/09/2024,6.83,1,Ayuda en tareas,4,Abandonó,Sí,4.4
SESSION02029,Pregrado,Ciencias de la Computación,01/02/2025,8.27,1,Redacción,3,Idea desarrollada,No,2.3
SESSION02030,Pregrado,Historia,11/04/2025,15.21,4,Ayuda en tareas,4,Abandonó,Sí,3.1
SESSION02031,Pregrado,Matemáticas,15/12/2024,6.94,1,Estudio,4,Confundido,Sí,3.4
SESSION02032,Pregrado,Psicología,06/04/2025,27.26,7,Redacción,4,Tarea completada,Sí,4.6
SESSION02033,Pregrado,Historia,02/07/2024,39.8,11,Programación,5,Idea desarrollada,No,4.9
SESSION02034,Pregrado,Ciencias de la Computación,01/01/2025,11.05,3,Redacción,3,Confundido,Sí,2.7
SESSION02035,Posgrado,Ciencias de la Computación,25/04/2025,12.07,4,Estudio,2,Confundido,No,2.9
SESSION02036,Posgrado,Psicología,23/03/2025,4.42,1,Programación,3,Confundido,No,2.8
SESSION02037,Secundaria,Ciencias de la Computación,07/02/2025,8.57,2,Ayuda en tareas,1,Tarea completada,Sí,1.0
SESSION02038,Pregrado,Negocios,21/01/2025,23.14,5,Programación,5,Idea desarrollada,Sí,5.0
SESSION02039,Posgrado,Psicología,30/03/2025,16.84,5,Programación,3,Idea desarrollada,No,3.0
SESSION02040,Posgrado,Biología,26/02/2025,27.16,7,Ayuda en tareas,4,Tarea completada,No,2.5
SESSION02041,Secundaria,Negocios,07/12/2024,15.66,4,Estudio,3,Confundido,No,4.0
SESSION02042,Pregrado,Ingeniería,27/11/2024,47.4,11,Estudio,1,Confundido,No,1.0
SESSION02043,Secundaria,Historia,15/03/2025,6.5,1,Ayuda en tareas,3,Idea desarrollada,No,2.7
SESSION02044,Posgrado,Negocios,19/06/2025,11.02,3,Ayuda en tareas,4,Idea desarrollada,Sí,4.0
SESSION02045,Pregrado,Negocios,09/08/2024,38.24,10,Redacción,4,Idea desarrollada,Sí,4.3
SESSION02046,Pregrado,Matemáticas,17/12/2024,18.05,4,Ayuda en tareas,5,Tarea completada,Sí,3.9
SESSION02047,Secundaria,Negocios,26/12/2024,20.51,7,Ayuda en tareas,2,Abandonó,Sí,1.7
SESSION02048,Secundaria,Biología,22/03/2025,31.11,7,Programación,4,Tarea completada,Sí,3.2
SESSION02049,Pregrado,Psicología,17/07/2024,10.61,2,Redacción,3,Idea desarrollada,No,4.5
SESSION02050,Posgrado,Historia,27/11/2024,18.47,6,Redacción,2,Idea desarrollada,No,2.0
SESSION02051,Secundaria,Ciencias de la Computación,24/05/2025,12.98,2,Programación,5,Tarea completada,Sí,5.0
SESSION02052,Pregrado,Negocios,23/06/2025,28.69,6,Ayuda en tareas,4,Confundido,Sí,3.7
SESSION02053,Pregrado,Ciencias de la Computación,02/01/2025,3.43,1,Programación,3,Confundido,No,3.8
SESSION02054,Posgrado,Ciencias de la Computación,23/09/2024,14.01,5,Ayuda en tareas,3,Tarea completada,Sí,3.1
SESSION02055,Pregrado,Ciencias de la Computación,08/06/2025,10.32,2,Redacción,3,Tarea completada,Sí,2.8
SESSION02056,Secundaria,Ingeniería,28/11/2024,21.68,5,Redacción,4,Tarea completada,Sí,4.2
SESSION02057,Pregrado,Biología,11/01/2025,9.25,2,Estudio,3,Abandonó,Sí,3.3
SESSION02058,Posgrado,Historia,22/04/2025,14.83,3,Redacción,1,Tarea completada,Sí,1.0
SESSION02059,Pregrado,Ciencias de la Computación,03/05/2025,12.55,3,Redacción,4,Idea desarrollada,Sí,4.3
SESSION02060,Pregrado,Ingeniería,19/08/2024,10.41,2,Redacción,4,Tarea completada,Sí,3.2
SESSION02061,Pregrado,Matemáticas,24/05/2025,15.66,3,Redacción,3,Tarea completada,Sí,1.9
SESSION02062,Pregrado,Psicología,27/04/2025,30.53,6,Redacción,5,Abandonó,No,5.0
SESSION02063,Pregrado,Biología,30/06/2024,6.87,1,Programación,5,Idea desarrollada,Sí,4.0
SESSION02064,Posgrado,Ciencias de la Computación,12/11/2024,10.3,2,Estudio,3,Abandonó,No,3.7
SESSION02065,Secundaria,Negocios,16/04/2025,13.98,4,Estudio,4,Tarea completada,Sí,4.1
SESSION02066,Pregrado,Matemáticas,24/06/2024,9.55,2,Investigación,4,Idea desarrollada,Sí,4.6
SESSION02067,Pregrado,Ciencias de la Computación,17/11/2024,11.92,3,Investigación,3,Idea desarrollada,Sí,2.5
SESSION02068,Posgrado,Matemáticas,19/01/2025,12.09,3,Programación,4,Tarea completada,Sí,4.6
SESSION02069,Posgrado,Matemáticas,18/08/2024,3.46,1,Redacción,2,Idea desarrollada,Sí,1.0
SESSION02070,Pregrado,Biología,26/07/2024,1.35,1,Programación,2,Idea desarrollada,No,1.6
SESSION02071,Posgrado,Negocios,06/03/2025,30.25,7,Ayuda en tareas,5,Confundido,No,4.6
SESSION02072,Secundaria,Ciencias de la Computación,16/05/2025,18.52,8,Redacción,4,Idea desarrollada,Sí,4.7
SESSION02073,Posgrado,Psicología,29/08/2024,24.46,7,Redacción,2,Idea desarrollada,Sí,2.1
SESSION02074,Pregrado,Negocios,02/09/2024,6.23,2,Programación,1,Tarea completada,Sí,1.5
SESSION02075,Pregrado,Ingeniería,18/09/2024,6.04,2,Programación,3,Idea desarrollada,No,3.1
SESSION02076,Pregrado,Historia,23/02/2025,5.37,1,Programación,3,Tarea completada,Sí,2.2
SESSION02077,Secundaria,Psicología,06/11/2024,24.02,10,Programación,3,Tarea completada,Sí,2.9
SESSION02078,Secundaria,Ingeniería,29/10/2024,14.21,3,Investigación,3,Confundido,No,2.1
SESSION02079,Pregrado,Psicología,12/03/2025,54.87,14,Redacción,4,Tarea completada,Sí,4.3
SESSION02080,Pregrado,Negocios,24/08/2024,13.43,5,Ayuda en tareas,2,Idea desarrollada,Sí,2.6
SESSION02081,Pregrado,Historia,27/07/2024,23.75,9,Estudio,3,Tarea completada,Sí,2.2
SESSION02082,Secundaria,Ingeniería,23/11/2024,36.78,7,Programación,4,Tarea completada,Sí,4.3
SESSION02083,Pregrado,Ciencias de la Computación,14/03/2025,38.95,13,Redacción,4,Idea desarrollada,Sí,5.0
SESSION02084,Pregrado,Negocios,29/05/2025,0.96,1,Redacción,4,Tarea completada,Sí,3.9
SESSION02085,Secundaria,Psicología,07/03/2025,17.13,5,Programación,1,Idea desarrollada,Sí,1.0
SESSION02086,Secundaria,Negocios,13/11/2024,12.22,5,Ayuda en tareas,4,Confundido,No,4.4
SESSION02087,Posgrado,Historia,29/06/2024,30.12,10,Ayuda en tareas,3,Idea desarrollada,Sí,3.4
SESSION02088,Pregrado,Matemáticas,21/04/2025,17.93,5,Programación,3,Tarea completada,Sí,2.1
SESSION02089,Pregrado,Biología,01/11/2024,6.08,1,Redacción,3,Idea desarrollada,Sí,3.3
SESSION02090,Pregrado,Ciencias de la Computación,19/01/2025,47.88,16,Redacción,5,Idea desarrollada,Sí,5.0
SESSION02091,Pregrado,Historia,14/12/2024,11.46,3,Ayuda en tareas,3,Tarea completada,Sí,2.2
SESSION02092,Pregrado,Negocios,22/06/2025,15.51,4,Lluvia de ideas,4,Tarea completada,Sí,3.5
SESSION02093,Pregrado,Historia,03/08/2024,15.62,3,Ayuda en tareas,4,Confundido,No,3.7
SESSION02094,Secundaria,Historia,17/03/2025,19.97,9,Redacción,3,Tarea completada,Sí,3.4
SESSION02095,Pregrado,Historia,04/10/2024,6.35,1,Ayuda en tareas,3,Tarea completada,Sí,3.1
SESSION02096,Pregrado,Ingeniería,28/11/2024,38.96,11,Ayuda en tareas,3,Tarea completada,Sí,2.2
SESSION02097,Posgrado,Negocios,31/01/2025,15.11,5,Redacción,3,Tarea completada,Sí,4.4
SESSION02098,Secundaria,Ciencias de la Computación,21/08/2024,7.23,2,Redacción,5,Tarea completada,Sí,4.5
SESSION02099,Pregrado,Ciencias de la Computación,04/04/2025,3.15,1,Ayuda en tareas,3,Idea desarrollada,Sí,3.3
SESSION02100,Posgrado,Historia,22/07/2024,8.49,3,Programación,5,Tarea completada,Sí,5.0
SESSION02101,Pregrado,Negocios,13/01/2025,5.59,1,Redacción,4,Tarea completada,Sí,2.2
SESSION02102,Pregrado,Ingeniería,03/03/2025,29.15,7,Redacción,3,Tarea completada,Sí,2.2
SESSION02103,Secundaria,Ingeniería,19/04/2025,14.7,5,Redacción,4,Tarea completada,Sí,3.4
SESSION02104,Secundaria,Psicología,22/06/2025,27.31,6,Redacción,4,Idea desarrollada,Sí,5.0
SESSION02105,Pregrado,Ciencias de la Computación,30/08/2024,14.93,4,Programación,5,Tarea completada,Sí,4.0
SESSION02106,Pregrado,Historia,22/07/2024,16.64,4,Estudio,5,Tarea completada,Sí,5.0
SESSION02107,Pregrado,Ciencias de la Computación,31/01/2025,18.37,4,Estudio,4,Confundido,No,2.7
SESSION02108,Pregrado,Ingeniería,16/08/2024,11.31,2,Lluvia de ideas,3,Idea desarrollada,No,2.1
SESSION02109,Pregrado,Psicología,29/10/2024,17.56,8,Redacción,3,Idea desarrollada,Sí,2.3
SESSION02110,Secundaria,Negocios,30/01/2025,25.23,5,Redacción,3,Tarea completada,Sí,2.7
SESSION02111,Pregrado,Ciencias de la Computación,25/11/2024,9.6,2,Redacción,4,Abandonó,No,5.0
SESSION02112,Posgrado,Psicología,18/12/2024,11.07,3,Ayuda en tareas,4,Idea desarrollada,Sí,5.0
SESSION02113,Pregrado,Ciencias de la Computación,13/04/2025,10.58,2,Redacción,4,Tarea completada,Sí,3.5
SESSION02114,Posgrado,Biología,09/02/2025,9.35,2,Estudio,4,Abandonó,Sí,4.5
SESSION02115,Pregrado,Psicología,09/07/2024,9.85,2,Programación,2,Tarea completada,No,1.0
SESSION02116,Pregrado,Historia,26/01/2025,17.72,3,Estudio,4,Idea desarrollada,Sí,3.8
SESSION02117,Posgrado,Matemáticas,08/02/2025,11.33,4,Redacción,3,Tarea completada,Sí,2.5
SESSION02118,Pregrado,Ingeniería,17/01/2025,20.1,9,Redacción,3,Tarea completada,Sí,2.4
SESSION02119,Secundaria,Biología,20/04/2025,36.09,8,Redacción,3,Tarea completada,Sí,3.5
SESSION02120,Posgrado,Historia,15/03/2025,40.09,10,Estudio,3,Tarea completada,Sí,3.2
SESSION02121,Pregrado,Ingeniería,06/10/2024,21.35,10,Redacción,5,Idea desarrollada,No,4.1
SESSION02122,Posgrado,Negocios,23/09/2024,23.01,5,Ayuda en tareas,4,Abandonó,No,4.5
SESSION02123,Pregrado,Matemáticas,07/12/2024,71.98,16,Redacción,3,Tarea completada,Sí,3.0
SESSION02124,Pregrado,Matemáticas,21/02/2025,18.77,4,Redacción,4,Tarea completada,Sí,3.3
SESSION02125,Posgrado,Ciencias de la Computación,15/02/2025,19.61,4,Ayuda en tareas,5,Tarea completada,Sí,5.0
SESSION02126,Posgrado,Ciencias de la Computación,20/01/2025,18.22,6,Programación,4,Tarea completada,Sí,4.2
SESSION02127,Pregrado,Historia,14/10/2024,2.49,1,Redacción,4,Tarea completada,No,4.1
SESSION02128,Secundaria,Psicología,24/04/2025,2.16,1,Programación,4,Tarea completada,No,4.9
SESSION02129,Posgrado,Ciencias de la Computación,22/01/2025,30.16,9,Redacción,4,Abandonó,No,4.5
SESSION02130,Pregrado,Historia,27/05/2025,17.22,4,Redacción,3,Idea desarrollada,No,2.7
SESSION02131,Posgrado,Historia,30/06/2024,27.49,6,Redacción,2,Tarea completada,Sí,2.5
SESSION02132,Pregrado,Historia,24/08/2024,5.69,2,Ayuda en tareas,3,Tarea completada,Sí,2.9
SESSION02133,Secundaria,Ciencias de la Computación,12/08/2024,28.94,10,Investigación,3,Tarea completada,Sí,2.0
SESSION02134,Pregrado,Historia,05/06/2025,8.56,3,Ayuda en tareas,3,Tarea completada,No,2.8
SESSION02135,Pregrado,Matemáticas,15/06/2025,5.5,2,Estudio,4,Idea desarrollada,Sí,3.6
SESSION02136,Secundaria,Ingeniería,08/07/2024,9.0,1,Redacción,4,Confundido,No,4.6
SESSION02137,Posgrado,Ciencias de la Computación,20/05/2025,27.63,7,Programación,1,Tarea completada,Sí,1.0
SESSION02138,Pregrado,Ciencias de la Computación,30/10/2024,10.18,2,Investigación,3,Idea desarrollada,Sí,3.8
SESSION02139,Secundaria,Psicología,30/04/2025,14.03,4,Estudio,4,Confundido,No,4.1
SESSION02140,Pregrado,Ingeniería,07/07/2024,57.11,13,Ayuda en tareas,4,Confundido,No,4.5
SESSION02141,Posgrado,Psicología,14/02/2025,11.7,2,Redacción,5,Tarea completada,Sí,3.7
SESSION02142,Pregrado,Biología,19/03/2025,26.45,10,Ayuda en tareas,1,Tarea completada,Sí,1.4
SESSION02143,Pregrado,Historia,03/04/2025,14.62,4,Redacción,4,Tarea completada,Sí,3.7
SESSION02144,Pregrado,Matemáticas,21/09/2024,15.19,3,Estudio,2,Idea desarrollada,No,2.1
SESSION02145,Pregrado,Psicología,08/03/2025,20.17,7,Estudio,3,Confundido,No,3.6
SESSION02146,Posgrado,Historia,16/05/2025,22.94,6,Redacción,4,Abandonó,Sí,3.8
SESSION02147,Pregrado,Ingeniería,20/01/2025,21.91,4,Programación,4,Confundido,No,4.4
SESSION02148,Posgrado,Biología,09/12/2024,11.85,2,Investigación,4,Tarea completada,Sí,3.6
SESSION02149,Secundaria,Historia,30/03/2025,14.29,5,Programación,4,Idea desarrollada,No,3.0
SESSION02150,Pregrado,Ciencias de la Computación,11/02/2025,38.91,11,Lluvia de ideas,3,Confundido,Sí,2.9
SESSION02151,Pregrado,Biología,29/03/2025,13.79,5,Ayuda en tareas,1,Idea desarrollada,Sí,1.0
SESSION02152,Posgrado,Biología,19/03/2025,30.97,10,Redacción,3,Tarea completada,Sí,1.7
SESSION02153,Pregrado,Matemáticas,29/09/2024,19.19,5,Ayuda en tareas,3,Tarea completada,Sí,2.9
SESSION02154,Pregrado,Biología,07/01/2025,13.28,2,Estudio,5,Tarea completada,Sí,5.0
SESSION02155,Secundaria,Biología,15/10/2024,18.95,6,Redacción,2,Tarea completada,No,2.2
SESSION02156,Pregrado,Psicología,02/03/2025,4.47,1,Redacción,3,Confundido,No,3.4
SESSION02157,Posgrado,Ciencias de la Computación,13/08/2024,14.67,3,Redacción,4,Idea desarrollada,Sí,4.5
SESSION02158,Posgrado,Ingeniería,17/10/2024,28.77,7,Ayuda en tareas,3,Tarea completada,Sí,3.1
SESSION02159,Posgrado,Historia,01/06/2025,14.63,5,Redacción,2,Tarea completada,Sí,2.6
SESSION02160,Posgrado,Historia,14/02/2025,24.83,5,Programación,3,Tarea completada,Sí,4.3
SESSION02161,Pregrado,Biología,02/11/2024,32.0,7,Redacción,4,Confundido,No,4.2
SESSION02162,Posgrado,Matemáticas,18/05/2025,23.79,8,Ayuda en tareas,3,Idea desarrollada,Sí,3.8
SESSION02163,Pregrado,Ingeniería,05/04/2025,16.13,6,Ayuda en tareas,1,Confundido,No,1.2
SESSION02164,Secundaria,Negocios,15/02/2025,30.83,12,Lluvia de ideas,3,Idea desarrollada,Sí,3.7
SESSION02165,Pregrado,Biología,08/01/2025,7.77,3,Redacción,4,Idea desarrollada,Sí,3.3
SESSION02166,Pregrado,Psicología,24/01/2025,12.45,3,Programación,5,Tarea completada,Sí,3.6
SESSION02167,Posgrado,Negocios,23/02/2025,4.45,1,Redacción,4,Confundido,Sí,4.7
SESSION02168,Pregrado,Matemáticas,19/07/2024,31.51,6,Programación,4,Tarea completada,Sí,5.0
SESSION02169,Pregrado,Psicología,02/03/2025,3.97,1,Estudio,5,Confundido,Sí,5.0
SESSION02170,Pregrado,Matemáticas,26/07/2024,22.5,7,Ayuda en tareas,3,Tarea completada,Sí,2.5
SESSION02171,Secundaria,Historia,12/10/2024,15.57,7,Redacción,4,Tarea completada,Sí,4.7
SESSION02172,Pregrado,Biología,05/11/2024,9.54,2,Estudio,3,Tarea completada,Sí,3.8
SESSION02173,Posgrado,Historia,16/12/2024,37.63,14,Ayuda en tareas,3,Tarea completada,Sí,2.9
SESSION02174,Posgrado,Psicología,22/02/2025,25.06,6,Programación,2,Idea desarrollada,Sí,2.1
SESSION02175,Pregrado,Psicología,21/01/2025,15.33,5,Programación,2,Tarea completada,No,1.8
SESSION02176,Pregrado,Biología,07/01/2025,20.95,5,Estudio,4,Tarea completada,Sí,3.6
SESSION02177,Pregrado,Historia,18/12/2024,14.8,4,Estudio,4,Abandonó,Sí,3.5
SESSION02178,Posgrado,Negocios,04/05/2025,13.61,5,Estudio,5,Tarea completada,Sí,4.0
SESSION02179,Secundaria,Negocios,11/04/2025,27.85,5,Redacción,4,Tarea completada,No,3.3
SESSION02180,Pregrado,Historia,13/06/2025,42.47,12,Programación,3,Tarea completada,Sí,2.6
SESSION02181,Pregrado,Ciencias de la Computación,07/07/2024,11.65,2,Investigación,3,Idea desarrollada,No,3.4
SESSION02182,Secundaria,Psicología,21/03/2025,12.18,5,Redacción,3,Confundido,No,3.2
SESSION02183,Secundaria,Negocios,05/03/2025,6.07,1,Programación,2,Tarea completada,No,3.1
SESSION02184,Pregrado,Psicología,12/12/2024,42.85,11,Redacción,5,Tarea completada,Sí,5.0
SESSION02185,Pregrado,Historia,29/07/2024,10.35,3,Redacción,5,Idea desarrollada,Sí,5.0
SESSION02186,Pregrado,Ingeniería,09/11/2024,10.67,2,Redacción,3,Confundido,Sí,2.7
SESSION02187,Pregrado,Matemáticas,17/06/2025,2.3,1,Redacción,3,Confundido,Sí,2.6
SESSION02188,Posgrado,Negocios,01/09/2024,3.35,1,Redacción,5,Idea desarrollada,No,5.0
SESSION02189,Pregrado,Biología,23/09/2024,2.84,1,Estudio,4,Idea desarrollada,Sí,4.4
SESSION02190,Pregrado,Psicología,06/06/2025,9.16,2,Lluvia de ideas,3,Confundido,No,3.4
SESSION02191,Posgrado,Ingeniería,21/01/2025,26.54,6,Programación,3,Tarea completada,Sí,3.7
SESSION02192,Pregrado,Ciencias de la Computación,26/11/2024,27.05,5,Redacción,3,Tarea completada,No,4.4
SESSION02193,Pregrado,Historia,14/12/2024,22.0,7,Redacción,4,Idea desarrollada,Sí,4.6
SESSION02194,Pregrado,Matemáticas,22/11/2024,3.27,1,Estudio,3,Confundido,No,1.4
SESSION02195,Secundaria,Ingeniería,26/12/2024,12.25,3,Redacción,4,Tarea completada,Sí,4.5
SESSION02196,Secundaria,Psicología,08/09/2024,2.54,1,Redacción,4,Tarea completada,No,4.8
SESSION02197,Secundaria,Ciencias de la Computación,19/01/2025,7.1,2,Redacción,3,Tarea completada,Sí,2.7
SESSION02198,Pregrado,Negocios,18/04/2025,34.41,8,Lluvia de ideas,4,Idea desarrollada,Sí,3.5
SESSION02199,Pregrado,Biología,06/03/2025,9.6,2,Redacción,4,Tarea completada,Sí,4.2
SESSION02200,Pregrado,Negocios,04/09/2024,12.82,4,Lluvia de ideas,3,Tarea completada,Sí,4.2
SESSION02201,Pregrado,Ciencias de la Computación,04/07/2024,8.57,2,Redacción,4,Tarea completada,Sí,3.1
SESSION02202,Pregrado,Ingeniería,21/06/2025,14.21,2,Redacción,3,Tarea completada,No,2.6
SESSION02203,Secundaria,Ingeniería,18/02/2025,15.51,5,Ayuda en tareas,4,Idea desarrollada,Sí,2.1
SESSION02204,Pregrado,Historia,16/12/2024,16.82,4,Estudio,3,Idea desarrollada,Sí,3.8
SESSION02205,Pregrado,Ciencias de la Computación,08/10/2024,16.6,6,Ayuda en tareas,4,Tarea completada,Sí,4.1
SESSION02206,Secundaria,Historia,18/11/2024,37.0,11,Redacción,4,Tarea completada,Sí,4.8
SESSION02207,Pregrado,Ingeniería,23/04/2025,11.59,4,Lluvia de ideas,1,Tarea completada,Sí,1.0
SESSION02208,Pregrado,Matemáticas,24/07/2024,44.16,9,Ayuda en tareas,4,Confundido,No,4.4
SESSION02209,Secundaria,Historia,17/02/2025,12.86,2,Redacción,4,Tarea completada,Sí,4.0
SESSION02210,Posgrado,Negocios,18/07/2024,12.77,3,Estudio,3,Confundido,No,3.6
SESSION02211,Pregrado,Negocios,30/03/2025,16.11,3,Lluvia de ideas,3,Tarea completada,Sí,3.3
SESSION02212,Posgrado,Matemáticas,22/02/2025,12.14,2,Programación,5,Confundido,No,4.6
SESSION02213,Posgrado,Ciencias de la Computación,08/03/2025,17.64,7,Ayuda en tareas,3,Confundido,No,3.4
SESSION02214,Secundaria,Matemáticas,20/12/2024,10.25,2,Ayuda en tareas,2,Idea desarrollada,Sí,2.8
SESSION02215,Pregrado,Ciencias de la Computación,02/01/2025,17.44,4,Redacción,2,Idea desarrollada,Sí,2.6
SESSION02216,Pregrado,Matemáticas,16/02/2025,4.82,1,Redacción,4,Tarea completada,Sí,3.5
SESSION02217,Pregrado,Negocios,16/01/2025,15.32,3,Redacción,3,Confundido,Sí,3.9
SESSION02218,Posgrado,Historia,01/01/2025,49.87,14,Lluvia de ideas,4,Tarea completada,Sí,4.2
SESSION02219,Pregrado,Ciencias de la Computación,20/11/2024,15.57,4,Redacción,2,Idea desarrollada,Sí,1.2
SESSION02220,Pregrado,Matemáticas,20/01/2025,11.99,2,Ayuda en tareas,4,Tarea completada,Sí,4.5
SESSION02221,Secundaria,Ingeniería,21/08/2024,41.89,12,Ayuda en tareas,1,Tarea completada,Sí,1.0
SESSION02222,Secundaria,Biología,22/05/2025,54.78,11,Redacción,5,Idea desarrollada,Sí,4.2
SESSION02223,Pregrado,Ciencias de la Computación,21/02/2025,15.79,5,Lluvia de ideas,5,Idea desarrollada,Sí,5.0
SESSION02224,Pregrado,Negocios,02/02/2025,51.19,14,Ayuda en tareas,3,Tarea completada,No,2.8
SESSION02225,Pregrado,Ciencias de la Computación,14/06/2025,10.52,2,Programación,3,Tarea completada,Sí,2.6
SESSION02226,Pregrado,Negocios,10/12/2024,26.33,6,Redacción,4,Idea desarrollada,Sí,3.0
SESSION02227,Secundaria,Ingeniería,06/01/2025,21.92,6,Ayuda en tareas,2,Tarea completada,Sí,1.8
SESSION02228,Posgrado,Ingeniería,03/01/2025,31.78,13,Programación,5,Tarea completada,Sí,5.0
SESSION02229,Pregrado,Negocios,30/03/2025,13.62,3,Programación,3,Tarea completada,Sí,2.9
SESSION02230,Secundaria,Historia,18/05/2025,17.99,7,Redacción,4,Tarea completada,Sí,2.9
SESSION02231,Pregrado,Negocios,22/08/2024,4.71,1,Redacción,4,Confundido,Sí,3.9
SESSION02232,Pregrado,Historia,15/05/2025,41.03,16,Ayuda en tareas,3,Confundido,Sí,3.7
SESSION02233,Posgrado,Psicología,13/05/2025,16.46,7,Ayuda en tareas,2,Idea desarrollada,Sí,1.4
SESSION02234,Pregrado,Ciencias de la Computación,13/08/2024,25.58,5,Programación,3,Tarea completada,Sí,3.3
SESSION02235,Posgrado,Historia,26/10/2024,11.74,5,Programación,4,Idea desarrollada,Sí,3.8
SESSION02236,Pregrado,Biología,10/01/2025,7.67,1,Ayuda en tareas,4,Confundido,Sí,2.3
SESSION02237,Pregrado,Historia,03/02/2025,17.75,4,Redacción,3,Idea desarrollada,Sí,3.0
SESSION02238,Pregrado,Biología,08/09/2024,11.75,2,Lluvia de ideas,1,Confundido,Sí,1.2
SESSION02239,Pregrado,Negocios,01/01/2025,13.98,6,Estudio,5,Tarea completada,Sí,5.0
SESSION02240,Pregrado,Matemáticas,11/04/2025,3.04,1,Redacción,3,Idea desarrollada,Sí,2.3
SESSION02241,Pregrado,Ciencias de la Computación,08/07/2024,8.22,1,Programación,3,Tarea completada,Sí,2.9
SESSION02242,Secundaria,Matemáticas,27/04/2025,17.17,6,Estudio,5,Confundido,No,5.0
SESSION02243,Pregrado,Negocios,28/02/2025,19.27,4,Ayuda en tareas,3,Tarea completada,Sí,4.3
SESSION02244,Posgrado,Ingeniería,16/01/2025,5.34,1,Ayuda en tareas,3,Idea desarrollada,Sí,2.5
SESSION02245,Pregrado,Psicología,25/10/2024,24.87,5,Estudio,5,Abandonó,No,5.0
SESSION02246,Secundaria,Biología,15/03/2025,21.47,7,Estudio,3,Tarea completada,Sí,3.3
SESSION02247,Secundaria,Biología,13/01/2025,2.8,1,Ayuda en tareas,3,Tarea completada,Sí,5.0
SESSION02248,Posgrado,Psicología,24/06/2024,10.83,3,Ayuda en tareas,4,Tarea completada,Sí,4.2
SESSION02249,Pregrado,Biología,25/11/2024,28.96,6,Estudio,4,Tarea completada,Sí,4.8
SESSION02250,Posgrado,Ingeniería,28/02/2025,6.14,1,Redacción,5,Tarea completada,Sí,2.3
SESSION02251,Posgrado,Matemáticas,04/09/2024,18.27,4,Redacción,4,Tarea completada,No,4.5
SESSION02252,Posgrado,Historia,15/03/2025,9.25,3,Programación,4,Confundido,No,3.8
SESSION02253,Pregrado,Ciencias de la Computación,21/02/2025,12.44,3,Redacción,3,Tarea completada,Sí,3.9
SESSION02254,Secundaria,Biología,27/04/2025,7.97,2,Programación,3,Tarea completada,Sí,4.9
SESSION02255,Pregrado,Negocios,24/09/2024,21.19,4,Redacción,4,Idea desarrollada,Sí,3.7
SESSION02256,Pregrado,Psicología,14/11/2024,1.84,1,Redacción,3,Confundido,No,3.9
SESSION02257,Pregrado,Negocios,14/07/2024,42.64,10,Ayuda en tareas,3,Confundido,Sí,2.5
